Graph #	Manifold	LR	Dim	Num Layers	Dropout	Bias	C	Total Dim	Val Loss	Val ROC	Val AP	Test Loss	Test ROC	Test AP
1527	H0E1S0	0.001	16	4	0.2	0	0	100.log	2.2539	0.9339	0.8867	2.2539	0.9383	0.8924
60	H0E1S0	0.01	64	3	0.2	0	0	100.log	3.6036	0.5761	0.5488	3.6111	0.5739	0.5485
1555	H0E1S0	0.01	32	3	0.1	1	0	100.log	2.2449	0.8320	0.8218	2.2451	0.8076	0.7977
38	H0E1S0	0.001	16	4	0.1	1	0	100.log	2.2539	0.5523	0.5320	2.2539	0.5291	0.5265
720	H0E1S0	0.01	64	4	0.2	0	0	100.log	0.4600	0.9364	0.8888	0.4222	0.9386	0.8928
1199	H0E1S0	0.0001	16	4	0.1	0	0	100.log	2.1989	0.8502	0.7894	2.2039	0.8319	0.7597
906	H0E1S0	0.001	64	2	0.1	0	0	100.log	2.2443	0.8625	0.7919	2.2444	0.8477	0.7662
819	H0E1S0	0.001	16	3	0.2	0	0	100.log	1.9875	0.6337	0.7085	1.9017	0.5443	0.5008
232	H0E1S0	0.01	64	2	0.1	1	0	100.log	2.2499	0.8692	0.8099	2.2491	0.8845	0.8305
106	H0E1S0	0.001	16	3	0.2	1	0	100.log	2.2539	0.5557	0.5347	2.2539	0.5486	0.5283
1150	H0E1S0	0.0001	16	4	0.1	0	0	100.log	2.1870	0.8678	0.8095	2.1662	0.8837	0.8302
1551	H0E1S0	0.01	16	3	0.2	0	0	100.log	2.2539	0.8987	0.8570	2.2539	0.8523	0.7977
1038	H0E1S0	0.001	64	3	0.1	1	0	100.log	2.2539	0.9339	0.8867	2.2539	0.9383	0.8924
1592	H0E1S0	0.0001	64	2	0.2	1	0	100.log	2.2488	0.8702	0.8629	2.2483	0.8990	0.8904
33	H0E1S0	0.0001	16	4	0.1	0	0	100.log	2.2539	0.5895	0.5431	2.2539	0.4671	0.4772
1132	H0E1S0	0.001	32	3	0.2	0	0	100.log	2.2538	0.8598	0.8257	2.2538	0.7885	0.7512
1022	H0E1S0	0.01	32	2	0.2	0	0	100.log	2.2538	0.8397	0.8401	2.2538	0.8323	0.8309
997	H0E1S0	0.0001	16	3	0.2	1	0	100.log	0.4437	0.9358	0.8887	0.4153	0.9382	0.8929
1251	H0E1S0	0.01	32	2	0.2	0	0	100.log	0.5345	0.9361	0.8884	0.4682	0.9387	0.8929
591	H0E1S0	0.001	64	2	0.1	1	0	100.log	2.2539	0.8987	0.8570	2.2539	0.8523	0.7977
1320	H0E1S0	0.01	16	2	0.1	0	0	100.log	0.5558	0.9357	0.8884	0.5397	0.9379	0.8927
1183	H0E1S0	0.001	64	3	0.1	0	0	100.log	2.2539	0.9339	0.8867	2.2539	0.9383	0.8924
1268	H0E1S0	0.001	64	2	0.2	0	0	100.log	2.2515	0.8224	0.8082	2.2520	0.7475	0.7301
611	H0E1S0	0.001	64	2	0.2	0	0	100.log	2.2539	0.5429	0.5232	2.2539	0.5199	0.6842
753	H0E1S0	0.001	64	4	0.1	0	0	100.log	2.2539	0.5000	0.5000	2.2539	0.5000	0.5000
217	H0E1S0	0.001	32	4	0.1	0	0	100.log	2.2538	0.8779	0.8060	2.2538	0.8852	0.8200
277	H0E1S0	0.0001	16	4	0.1	0	0	100.log	2.2539	0.5589	0.5281	2.2539	0.5926	0.5534
914	H0E1S0	0.01	16	2	0.1	1	0	100.log	0.4901	0.9361	0.8884	0.4406	0.9391	0.8929
673	H0E1S0	0.01	32	3	0.1	0	0	100.log	2.2538	0.9346	0.8876	2.2538	0.9379	0.8924
698	H0E1S0	0.01	16	4	0.2	0	0	100.log	2.7256	0.6771	0.6170	3.6304	0.5436	0.5032
621	H0E1S0	0.01	32	2	0.2	0	0	100.log	2.2418	0.9348	0.8877	2.2417	0.9381	0.8924
492	H0E1S0	0.01	64	2	0.1	0	0	100.log	2.2539	0.8987	0.8570	2.2539	0.8523	0.7977
1295	H0E1S0	0.001	16	4	0.2	0	0	100.log	0.7928	0.8744	0.7930	0.8875	0.8575	0.7678
1044	H0E1S0	0.0001	64	2	0.2	1	0	100.log	2.2450	0.8163	0.8481	2.2466	0.6933	0.7448
