Graph #	Manifold	LR	Dim	Num Layers	Dropout	Bias	C	Total Dim	Val Loss	Val ROC	Val AP	Test Loss	Test ROC	Test AP
176	H0E1S0	0.01	64	4	0.1	1	0	100.log	1.9621	0.8889	0.9167	2.0571	0.4722	0.5101
167	H0E1S0	0.01	32	3	0.1	0	0	100.log	7.8824	0.3469	0.4687	3.1094	0.7755	0.8331
35	H0E1S0	0.01	32	3	0.1	0	0	100.log	4.4087	0.5306	0.5147	2.8442	0.5850	0.5376
27	H0E1S0	0.001	64	2	0.2	1	0	100.log	2.2385	1.0000	1.0000	2.2410	0.4545	0.5567
13	H0E1S0	0.001	32	3	0.2	0	0	100.log	2.2472	0.5124	0.5069	2.2422	0.5624	0.5345
116	H0E1S0	0.01	32	2	0.2	1	0	100.log	2.0616	0.5000	0.5833	1.8791	0.4000	0.4911
52	H0E1S0	0.01	32	2	0.1	0	0	100.log	2.1615	0.6633	0.7508	1.8689	0.7400	0.6945
113	H0E1S0	0.001	64	2	0.1	1	0	100.log	2.1769	1.0000	1.0000	2.2148	0.3210	0.4244
24	H0E1S0	0.0001	16	3	0.2	1	0	100.log	2.2520	0.6540	0.6810	2.2508	0.7119	0.7188
56	H0E1S0	0.01	64	2	0.1	1	0	100.log	2.6036	0.6532	0.6719	2.9182	0.5266	0.5130
93	H0E1S0	0.001	16	3	0.1	0	0	100.log	2.2534	1.0000	1.0000	2.2522	0.6875	0.7333
138	H0E1S0	0.01	16	2	0.1	0	0	100.log	2.2411	1.0000	1.0000	1.9292	0.4490	0.4777
63	H0E1S0	0.001	32	4	0.2	1	0	100.log	2.7425	0.5973	0.6107	2.4022	0.5596	0.5459
208	H0E1S0	0.01	64	2	0.1	0	0	100.log	0.6313	1.0000	1.0000	1.6377	0.4852	0.5083
121	H0E1S0	0.01	64	3	0.2	1	0	100.log	2.2480	0.5475	0.5747	2.2491	0.4598	0.4851
196	H0E1S0	0.01	16	3	0.2	0	0	100.log	2.2536	0.5589	0.5320	2.5306	0.5108	0.4897
60	H0E1S0	0.01	64	4	0.1	0	0	100.log	2.5486	0.6350	0.6588	2.9961	0.5308	0.5354
38	H0E1S0	0.01	32	3	0.1	0	0	100.log	2.2365	0.7289	0.8108	2.3040	0.4000	0.4582
232	H0E1S0	0.001	64	4	0.1	1	0	100.log	2.2538	1.0000	1.0000	2.2539	0.2222	0.4667
106	H0E1S0	0.01	32	3	0.1	1	0	100.log	2.5639	0.7551	0.8274	3.6841	0.4933	0.5008
33	H0E1S0	0.01	64	3	0.2	1	0	100.log	1.3056	0.8395	0.8770	1.7781	0.6870	0.6721
217	H0E1S0	0.01	32	3	0.2	1	0	100.log	1.0771	1.0000	1.0000	2.9667	0.3878	0.5639
125	H0E1S0	0.01	32	2	0.2	1	0	100.log	2.2068	0.8000	0.7100	2.1731	0.8200	0.7819
104	H0E1S0	0.01	32	4	0.1	1	0	100.log	2.2532	0.6667	0.6944	2.2535	0.6389	0.6002
166	H0E1S0	0.01	64	4	0.2	1	0	100.log	2.2257	0.8367	0.8909	2.2378	0.4898	0.5025
48	H0E1S0	0.001	16	3	0.1	1	0	100.log	2.2919	0.6531	0.7087	2.2963	0.6161	0.6432
29	H0E1S0	0.01	32	2	0.1	0	0	100.log	2.2062	0.8125	0.8321	2.2193	0.5119	0.5067
75	H0E1S0	0.001	64	4	0.2	1	0	100.log	2.2517	0.4888	0.4693	2.2511	0.5957	0.5486
34	H0E1S0	0.001	64	2	0.1	0	0	100.log	2.2328	0.7068	0.7414	2.2244	0.5698	0.5361
123	H0E1S0	0.01	32	2	0.1	0	0	100.log	2.1744	0.5556	0.5426	2.1686	0.5030	0.5546
222	H0E1S0	0.0001	16	3	0.2	1	0	100.log	2.2535	1.0000	1.0000	2.2536	0.8125	0.8542
194	H0E1S0	0.01	64	3	0.2	1	0	100.log	2.3521	0.6319	0.7400	3.1028	0.4080	0.4831
233	H0E1S0	0.01	64	2	0.1	1	0	100.log	1.0232	1.0000	1.0000	2.6001	0.2449	0.4252
68	H0E1S0	0.01	16	2	0.2	0	0	100.log	2.5789	0.5000	0.4860	2.4927	0.5580	0.5173
202	H0E1S0	0.01	64	2	0.2	0	0	100.log	2.2579	0.6364	0.6628	2.4229	0.5472	0.5511
178	H0E1S0	0.001	64	2	0.1	0	0	100.log	2.2534	1.0000	1.0000	2.2535	0.7778	0.8056
36	H0E1S0	0.01	64	2	0.2	0	0	100.log	1.6044	0.7424	0.7931	1.7860	0.6399	0.6532
103	H0E1S0	0.01	64	3	0.2	1	0	100.log	2.2416	0.6562	0.6245	2.2444	0.4541	0.4492
200	H0E1S0	0.001	16	2	0.2	0	0	100.log	2.2130	0.8125	0.8929	2.2223	0.5469	0.5704
216	H0E1S0	0.001	16	4	0.2	1	0	100.log	2.2538	1.0000	1.0000	2.2538	0.3333	0.5000
184	H0E1S0	0.01	16	2	0.2	1	0	100.log	2.5970	0.6136	0.5760	2.7081	0.5338	0.5065
43	H0E1S0	0.01	32	4	0.1	0	0	100.log	2.2535	0.6173	0.5748	2.2535	0.6665	0.6404
240	H0E1S0	0.01	64	2	0.1	1	0	100.log	1.4076	0.6939	0.8091	2.0606	0.4898	0.5109
101	H0E1S0	0.01	64	4	0.2	1	0	100.log	4.4864	0.7068	0.6965	4.4028	0.6138	0.6155
162	H0E1S0	0.0001	32	4	0.1	0	0	100.log	1.0536	1.0000	1.0000	6.4582	0.4898	0.5949
108	H0E1S0	0.01	64	2	0.1	0	0	100.log	1.5524	0.6281	0.5598	3.2825	0.4594	0.5400
180	H0E1S0	0.001	16	2	0.1	1	0	100.log	2.0696	0.6800	0.7593	2.0997	0.3967	0.4464
141	H0E1S0	0.001	32	3	0.2	1	0	100.log	2.2475	1.0000	1.0000	2.2527	0.5510	0.5464
92	H0E1S0	0.01	16	4	0.1	0	0	100.log	2.1827	0.6198	0.7187	2.0422	0.4938	0.4870
149	H0E1S0	0.001	32	4	0.1	0	0	100.log	2.2538	1.0000	1.0000	2.2538	0.7500	0.8333
147	H0E1S0	0.01	32	4	0.2	1	0	100.log	1.2271	1.0000	1.0000	2.1909	0.4375	0.6488
236	H0E1S0	0.0001	64	3	0.2	0	0	100.log	2.2522	0.5000	0.6667	2.2465	0.3600	0.4857
126	H0E1S0	0.01	32	2	0.2	1	0	100.log	4.2530	1.0000	1.0000	4.0472	0.0000	0.4167
163	H0E1S0	0.01	32	3	0.2	0	0	100.log	2.2332	1.0000	1.0000	2.1993	0.5000	0.5250
220	H0E1S0	0.0001	16	4	0.1	0	0	100.log	2.1942	1.0000	1.0000	2.2291	0.3333	0.6333
203	H0E1S0	0.001	16	4	0.1	1	0	100.log	2.2537	1.0000	1.0000	2.2538	0.5278	0.5770
212	H0E1S0	0.01	64	3	0.2	1	0	100.log	2.2537	1.0000	1.0000	2.2538	0.5278	0.5770
