Graph #	Manifold	LR	Dim	Num Layers	Dropout	Bias	C	Total Dim	Val Loss	Val ROC	Val AP	Test Loss	Test ROC	Test AP
248	H0E1S0	0.01	16	4	0.1	0	0	53.log	2.2539	0.6302	0.5901	2.2539	0.7001	0.6607
382	H0E1S0	0.01	16	2	0.1	0	0	6.log	2.2479	1.0000	1.0000	2.2513	0.6000	0.5926
618	H0E1S0	0.01	32	3	0.2	0	0	110.log	2.2538	0.8501	0.7818	2.2538	0.8678	0.8001
579	H0E1S0	0.0001	16	2	0.1	1	0	20.log	2.2527	1.0000	1.0000	2.2533	0.2222	0.4444
505	H0E1S0	0.01	64	3	0.1	1	0	112.log	5.5813	0.7400	0.7109	2.2973	0.7891	0.8229
128	H0E1S0	0.01	16	2	0.2	1	0	127.log	2.2526	0.8048	0.8345	2.2530	0.5825	0.5717
327	H0E1S0	0.001	64	3	0.2	0	0	190.log	2.2159	0.5588	0.6456	1.5849	0.6340	0.6082
470	H0E1S0	0.001	16	4	0.1	1	0	19.log	2.2538	1.0000	1.0000	2.2539	0.7778	0.6944
30	H0E1S0	0.01	32	4	0.1	0	0	151.log	2.0665	0.7421	0.6973	3.2008	0.5538	0.5271
625	H0E1S0	0.01	16	4	0.2	1	0	22.log	1.3855	0.6875	0.6458	2.1042	0.7500	0.7728
698	H0E1S0	0.001	64	3	0.1	0	0	97.log	2.2486	0.8688	0.7955	2.2487	0.8655	0.7905
796	H0E1S0	0.0001	16	2	0.1	0	0	14.log	1.3880	1.0000	1.0000	5.2852	0.2500	0.5000
804	H0E1S0	0.01	64	2	0.2	1	0	14.log	2.2479	1.0000	1.0000	2.2513	0.6000	0.5926
410	H0E1S0	0.01	32	3	0.1	0	0	86.log	4.4187	0.5900	0.5494	4.1995	0.5725	0.5731
49	H0E1S0	0.01	32	4	0.1	0	0	135.log	4.8629	0.5930	0.6704	4.2633	0.5803	0.5743
486	H0E1S0	0.001	32	2	0.1	0	0	47.log	2.2517	0.6667	0.7556	2.2515	0.4694	0.5270
80	H0E1S0	0.01	64	3	0.2	1	0	200.log	2.2516	0.7981	0.7457	2.2518	0.7309	0.7909
552	H0E1S0	0.01	16	4	0.2	1	0	60.log	3.0400	0.5802	0.6590	2.3452	0.4815	0.4835
78	H0E1S0	0.01	64	3	0.2	1	0	200.log	2.2516	0.7981	0.7457	2.2518	0.7309	0.7909
474	H0E1S0	0.001	32	4	0.1	0	0	64.log	2.2538	0.5000	0.5075	2.2537	0.7578	0.7397
296	H0E1S0	0.01	16	4	0.1	0	0	116.log	2.2538	0.6433	0.6688	2.2538	0.6385	0.5892
1	H0E1S0	0.01	16	2	0.1	1	0	139.log	1.9784	0.6000	0.6273	1.6932	0.6627	0.6466
160	H0E1S0	0.0001	32	4	0.2	0	0	85.log	2.2539	0.7351	0.6688	2.2538	0.7117	0.6437
427	H0E1S0	0.01	32	3	0.1	1	0	27.log	2.1106	0.5000	0.5833	2.1798	0.6000	0.6593
396	H0E1S0	0.001	64	3	0.2	1	0	8.log	2.2478	1.0000	1.0000	2.2513	0.6000	0.5926
636	H0E1S0	0.001	16	4	0.2	0	0	31.log	2.2538	0.7188	0.6769	2.2538	0.5137	0.5713
260	H0E1S0	0.01	16	4	0.1	0	0	53.log	2.2539	0.6302	0.5901	2.2539	0.7001	0.6607
220	H0E1S0	0.01	16	4	0.1	0	0	53.log	2.2539	0.6302	0.5901	2.2539	0.7001	0.6607
36	H0E1S0	0.01	32	4	0.1	0	0	135.log	4.8629	0.5930	0.6704	4.2633	0.5803	0.5743
27	H0E1S0	0.01	32	4	0.1	0	0	151.log	2.0665	0.7421	0.6973	3.2008	0.5538	0.5271
89	H0E1S0	0.01	32	3	0.2	0	0	83.log	5.7342	0.6700	0.6651	7.9276	0.3300	0.4224
525	H0E1S0	0.001	64	3	0.1	0	0	112.log	2.6442	0.7200	0.7039	1.4431	0.7664	0.8105
124	H0E1S0	0.01	64	3	0.2	1	0	135.log	5.2258	0.6224	0.6890	3.7841	0.5740	0.5806
574	H0E1S0	0.01	64	3	0.1	1	0	29.log	1.3869	0.7500	0.7708	3.7948	0.4444	0.4786
799	H0E1S0	0.001	64	2	0.1	1	0	14.log	2.2539	1.0000	1.0000	2.2539	0.7000	0.6257
9	H0E1S0	0.01	16	4	0.1	1	0	151.log	1.8117	0.7531	0.6893	2.7650	0.5525	0.5375
874	H0E1S0	0.01	64	2	0.1	0	0	5.log	2.2508	1.0000	1.0000	2.2521	0.4000	0.4693
770	H0E1S0	0.001	32	2	0.2	1	0	14.log	2.2527	1.0000	1.0000	2.2536	0.0000	0.3833
232	H0E1S0	0.01	64	4	0.2	0	0	88.log	2.2836	0.7423	0.6829	1.9784	0.7071	0.6182
646	H0E1S0	0.01	64	4	0.1	0	0	8.log	2.2539	0.5000	0.5000	2.2539	0.5000	0.5000
439	H0E1S0	0.01	32	2	0.1	0	0	84.log	2.2516	0.7600	0.7243	2.2521	0.6375	0.6069
742	H0E1S0	0.001	32	2	0.2	1	0	15.log	2.2449	1.0000	1.0000	2.2486	0.3333	0.6333
628	H0E1S0	0.01	16	2	0.1	1	0	39.log	3.6656	0.8333	0.8000	2.8227	0.6458	0.5670
230	H0E1S0	0.001	32	4	0.2	0	0	39.log	2.2538	0.9150	0.8614	2.2538	0.7200	0.6457
680	H0E1S0	0.01	64	2	0.1	0	0	3.log	2.2527	1.0000	1.0000	2.2536	0.0000	0.3833
233	H0E1S0	0.01	64	4	0.2	0	0	88.log	2.2836	0.7423	0.6829	1.9784	0.7071	0.6182
300	H0E1S0	0.01	16	3	0.1	0	0	76.log	2.2532	0.6775	0.6878	2.2533	0.5259	0.5025
191	H0E1S0	0.001	32	4	0.2	0	0	85.log	2.2539	0.7351	0.6688	2.2538	0.7141	0.6443
781	H0E1S0	0.01	32	3	0.1	0	0	14.log	2.2538	1.0000	1.0000	2.2538	0.8125	0.7208
234	H0E1S0	0.01	32	2	0.1	0	0	89.log	2.0324	0.7492	0.6827	1.7552	0.6952	0.6019
432	H0E1S0	0.01	32	4	0.1	1	0	40.log	1.2852	0.7500	0.8167	1.8057	0.5625	0.5420
66	H0E1S0	0.001	64	3	0.1	1	0	135.log	2.2538	0.5463	0.5538	2.2538	0.5825	0.5281
722	H0E1S0	0.0001	16	4	0.1	0	0	22.log	2.2539	0.4688	0.5000	2.2539	0.7031	0.6282
443	H0E1S0	0.01	32	4	0.2	1	0	106.log	2.2538	0.7426	0.8287	2.2538	0.5059	0.4916
339	H0E1S0	0.01	16	3	0.2	1	0	69.log	2.2507	0.8281	0.8752	2.2526	0.5208	0.5448
420	H0E1S0	0.01	32	3	0.1	0	0	61.log	3.4301	0.6735	0.7794	4.2078	0.5918	0.5851
302	H0E1S0	0.01	16	4	0.1	0	0	116.log	2.2538	0.6433	0.6688	2.2538	0.6385	0.5892
404	H0E1S0	0.001	16	2	0.1	0	0	63.log	2.2529	0.5938	0.5411	2.2528	0.5859	0.6701
446	H0E1S0	0.001	32	2	0.1	0	0	84.log	2.2513	0.7600	0.7243	2.2519	0.6300	0.6021
15	H0E1S0	0.01	32	4	0.1	0	0	125.log	3.6324	0.5350	0.5000	3.2918	0.5547	0.5290
154	H0E1S0	0.0001	32	4	0.2	0	0	85.log	2.2539	0.7351	0.6688	2.2538	0.7117	0.6437
409	H0E1S0	0.01	32	2	0.2	1	0	32.log	2.8436	0.7500	0.7708	4.2978	0.5469	0.5416
852	H0E1S0	0.0001	32	2	0.2	1	0	2.log	2.2538	1.0000	1.0000	2.2538	1.0000	1.0000
715	H0E1S0	0.01	32	3	0.2	1	0	96.log	2.2441	0.8324	0.7522	2.2431	0.8554	0.7792
534	H0E1S0	0.001	64	3	0.1	1	0	112.log	2.5659	0.7200	0.7039	1.4522	0.7574	0.8055
2	H0E1S0	0.01	32	4	0.2	1	0	96.log	2.4692	0.5547	0.6563	2.0032	0.4976	0.4721
508	H0E1S0	0.001	64	3	0.1	0	0	112.log	2.6442	0.7200	0.7039	1.4431	0.7664	0.8105
403	H0E1S0	0.001	16	2	0.1	0	0	63.log	2.2529	0.5938	0.5411	2.2528	0.5859	0.6701
